Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List,Parent Group
ICE COLD,Tess Gerritsen,Ballantine,034551548X,9.78035E+12,Hardcover Fiction,8/1/10,3,Penguin Random House
THE ISLAND,Elin Hilderbrand,"Reagan Arthur/Little, Brown",316043877,9.78032E+12,Hardcover Fiction,8/1/10,2,
THE THOUSAND AUTUMNS OF JACOB DE ZOET,David Mitchell,Random House,1400065453,9.7814E+12,Hardcover Fiction,8/1/10,0,Penguin Random House
DEAD IN THE FAMILY,Charlaine Harris,Ace,441018645,9.78044E+12,Hardcover Fiction,8/1/10,0,Penguin Random House
RULES OF BETRAYAL,Christopher Reich,Doubleday,385531540,9.78039E+12,Hardcover Fiction,8/1/10,0,Penguin Random House
STILL MISSING,Chevy Stevens,St. Martin's,312595670,9.78031E+12,Hardcover Fiction,8/1/10,0,Macmillan Publishers
FAMILY TIES,Danielle Steel,Delacorte,385343167,9.78039E+12,Hardcover Fiction,8/1/10,0,Penguin Random House
THE OBAMA DIARIES,Laura Ingraham,Threshold Editions,1439197512,9.78144E+12,Hardcover Nonfiction,8/1/10,1,Simon & Schuster
_____ MY DAD SAYS,Justin Halpern,It Books/HarperCollins,61992704,9.78006E+12,Hardcover Nonfiction,8/1/10,11,HarperCollins
MEDIUM RAW,Anthony Bourdain,Ecco/HarperCollins,61718947,9.78006E+12,Hardcover Nonfiction,8/1/10,6,
THE BIG SHORT,Michael Lewis,Norton,393072231,9.78039E+12,Hardcover Nonfiction,8/1/10,18,Norton
WAR,Sebastian Junger,Twelve,446556246,9.78045E+12,Hardcover Nonfiction,8/1/10,10,Hachette Book
CHELSEA CHELSEA BANG BANG,Chelsea Handler,Grand Central,446552445,9.78045E+12,Hardcover Nonfiction,8/1/10,19,Grand Central
COMING BACK STRONGER,Drew Brees with Chris Fabry,Tyndale House,1414339437,9.78141E+12,Hardcover Nonfiction,8/1/10,2,Penguin Random House
EMPIRE OF THE SUMMER MOON,SC Gwynne,Scribner,1416591052,9.78142E+12,Hardcover Nonfiction,8/1/10,4,Simon & Schuster
SLIDING INTO HOME,Kendra Wilkinson,Gallery,1439180911,9.78144E+12,Hardcover Nonfiction,8/1/10,2,Simon & Schuster
IN A HEARTBEAT,Leigh Anne Tuohy and Sean Tuohy with Sally Jenkins,Holt,805093389,9.78081E+12,Hardcover Nonfiction,8/1/10,1,Macmillan Publishers
OUTLIERS,Malcolm Gladwell,"Little, Brown",316017922,9.78032E+12,Hardcover Nonfiction,8/1/10,86,Hachette Book
HOME TEAM,Sean Payton and Ellis Henican,NAL,451232615,9.78045E+12,Hardcover Nonfiction,8/1/10,3,
STEINBRENNER,Bill Madden,Harper/HarperCollins,61690317,9.78006E+12,Hardcover Nonfiction,8/1/10,5,HarperCollins
SPOKEN FROM THE HEART,Laura Bush,Scribner,1439155208,9.78144E+12,Hardcover Nonfiction,8/1/10,11,Simon & Schuster
"FIFTH AVENUE, 5 A.M",Sam Wasson,Harper/HarperCollins,61774154,9.78006E+12,Hardcover Nonfiction,8/1/10,2,HarperCollins
THE LAST STAND,Nathaniel Philbrick,Viking,670021725,9.78067E+12,Hardcover Nonfiction,8/1/10,0,Penguin Random House
THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,Crown,1400052173,9.7814E+12,Hardcover Nonfiction,8/1/10,0,Penguin Random House
BORN TO RUN,Christopher McDougall,Knopf,307266303,9.78031E+12,Hardcover Nonfiction,8/1/10,0,Penguin Random House
LAST CALL,Daniel Okrent,Scribner,743277023,9.78074E+12,Hardcover Nonfiction,8/1/10,0,Simon & Schuster
UNCHARTED TERRITORI,Tori Spelling with Hilary Liftin,Gallery Books,1439187711,9.78144E+12,Hardcover Nonfiction,8/1/10,0,Simon & Schuster
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Vintage Crime/Black Lizard,307454541,9.78031E+12,Trade Fiction Paperback,8/1/10,56,Penguin Random House
THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Vintage Crime/Black Lizard,030745455X,9.78031E+12,Trade Fiction Paperback,8/1/10,17,Penguin Random House
LITTLE BEE,Chris Cleave,Simon & Schuster,1416589643,9.78142E+12,Trade Fiction Paperback,8/1/10,22,Simon & Schuster
"UNDER THE DOME, PART 1",Stephen King,Gallery,1439149038,9.78144E+12,Trade Fiction Paperback,8/1/10,2,Simon & Schuster
ONE DAY,David Nicholls,Vintage,307474712,9.78031E+12,Trade Fiction Paperback,8/1/10,4,Penguin Random House
BEST FRIENDS FOREVER,Jennifer Weiner,Washington Square,743294300,9.78074E+12,Trade Fiction Paperback,8/1/10,11,Simon & Schuster
CUTTING FOR STONE,Abraham Verghese,Vintage,375714367,9.78038E+12,Trade Fiction Paperback,8/1/10,25,Penguin Random House
SWIMSUIT,James Patterson and Maxine Paetro,Grand Central,446561363,9.78045E+12,Trade Fiction Paperback,8/1/10,5,Grand Central
THE ART OF RACING IN THE RAIN,Garth Stein,Harper Paperbacks,61537969,9.78006E+12,Trade Fiction Paperback,8/1/10,58,HarperCollins
SARAH’S KEY,Tatiana de Rosnay,St. Martin's Griffin,312370849,9.78031E+12,Trade Fiction Paperback,8/1/10,75,Macmillan Publishers
THE ALCHEMIST,Paulo Coelho,HarperOne,61122416,9.78006E+12,Trade Fiction Paperback,8/1/10,137,HarperCollins
WATER FOR ELEPHANTS,Sara Gruen,Algonquin,1565125606,9.78157E+12,Trade Fiction Paperback,8/1/10,86,Algonquin Books
A RELIABLE WIFE,Robert Goolrick,Algonquin,1565129776,9.78157E+12,Trade Fiction Paperback,8/1/10,28,Algonquin Books
HER FEARFUL SYMMETRY,Audrey Niffenegger,Scribner,1439169012,9.78144E+12,Trade Fiction Paperback,8/1/10,3,Simon & Schuster
SOUTH OF BROAD,Pat Conroy,Dial,385344074,9.78039E+12,Trade Fiction Paperback,8/1/10,11,Penguin Random House
OLIVE KITTERIDGE,Elizabeth Strout,Random House,812971833,9.78081E+12,Trade Fiction Paperback,8/1/10,56,Penguin Random House
THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,385341008,9.78039E+12,Trade Fiction Paperback,8/1/10,50,Penguin Random House
THIS IS WHERE I LEAVE YOU,Jonathan Tropper,Plume,452296366,9.78045E+12,Trade Fiction Paperback,8/1/10,1,Penguin Random House
LET THE GREAT WORLD SPIN,Colum McCann,Random House,812973992,9.78081E+12,Trade Fiction Paperback,8/1/10,20,Penguin Random House
TINKERS,Paul Harding,Bellevue Literary Press,193413712X,9.78193E+12,Trade Fiction Paperback,8/1/10,13,Bellevue Literary Press
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,143038419,9.78014E+12,Paperback Nonfiction,8/1/10,180,Penguin Random House
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,143038257,9.78014E+12,Paperback Nonfiction,8/1/10,181,Penguin Random House
"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,Simon Spotlight Entertainment,1416596364,9.78142E+12,Paperback Nonfiction,8/1/10,29,Simon & Schuster
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,1582346186,9.78158E+12,Paperback Nonfiction,8/1/10,90,Bloomsbury Publishing
THE GLASS CASTLE,Jeannette Walls,Scribner,074324754X,9.78074E+12,Paperback Nonfiction,8/1/10,176,Simon & Schuster
MENNONITE IN A LITTLE BLACK DRESS,Rhoda Janzen,Holt,805092250,9.78081E+12,Paperback Nonfiction,8/1/10,14,Macmillan Publishers
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",316346624,9.78032E+12,Paperback Nonfiction,8/1/10,302,Hachette Book
ZEITOUN,Dave Eggers,Vintage,307387941,9.78031E+12,Paperback Nonfiction,8/1/10,5,Penguin Random House
FREAKONOMICS,Steven D Levitt and Stephen J Dubner,Harper Perennial,60731338,9.78006E+12,Paperback Nonfiction,8/1/10,47,HarperCollins
LIT,Mary Karr,Harper Perennial,60596996,9.78006E+12,Paperback Nonfiction,8/1/10,3,HarperCollins
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,806532254,9.78081E+12,Paperback Nonfiction,8/1/10,143,Kensington Publishing Corp.
A LONG WAY GONE,Ishmael Beah,"Sarah Crichton/Farrar, Straus & Giroux",374531269,9.78037E+12,Paperback Nonfiction,8/1/10,35,
THE BLACK SWAN,Nassim Nicholas Taleb,Random House,081297381X,9.78081E+12,Paperback Nonfiction,8/1/10,10,Penguin Random House
SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,Nelson,084991910X,9.78085E+12,Paperback Nonfiction,8/1/10,85,
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",316010669,9.78032E+12,Paperback Nonfiction,8/1/10,144,Hachette Book
THE OMNIVORE’S DILEMMA,Michael Pollan,Penguin,143038583,9.78014E+12,Paperback Nonfiction,8/1/10,137,Penguin Random House
HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,Vintage,307387097,9.78031E+12,Paperback Nonfiction,8/1/10,7,Penguin Random House
THE LOST CITY OF Z,David Grann,Vintage Departures,1400078458,9.7814E+12,Paperback Nonfiction,8/1/10,17,Penguin Random House
PREDICTABLY IRRATIONAL,Dan Ariely,Harper Perennial,61353248,9.78006E+12,Paperback Nonfiction,8/1/10,7,HarperCollins
A PEOPLE'S HISTORY OF THE UNITED STATES: 1492 TO PRESENT,Howard Zinn,Harper Perennial,60838655,9.78006E+12,Paperback Nonfiction,8/1/10,12,HarperCollins
LEGO STAR WARS,Simon Beecroft,DK,756655293,9.78076E+12,Picture Books,8/1/10,30,Penguin Random House
STAR WARS,Rufus Butler Seder,Workman,761158464,9.78076E+12,Picture Books,8/1/10,10,Hachette Book
OOH LA LA! IT'S BEAUTY DAY,Jane O’Connor,Harper/HarperCollins,61915254,9.78006E+12,Picture Books,8/1/10,4,HarperCollins
LADYBUG GIRL AT THE BEACH,David Soman and Jacky Davis,Dial,803734166,9.7808E+12,Picture Books,8/1/10,9,Penguin Random House
THE VERY FAIRY PRINCESS: HERE COMES THE FLOWER GIRL!,Julie Andrews and Emma Walton Hamilton,"Little, Brown",316040509,9.78032E+12,Picture Books,8/1/10,9,Hachette Book
"CITY DOG, COUNTRY FROG",Mo Willems,Hyperion/Disney,1423103009,9.78142E+12,Picture Books,8/1/10,6,Disney Publishing Worldwide
THE LION AND THE MOUSE,Jerry Pinkney,"Little, Brown",316013560,9.78032E+12,Picture Books,8/1/10,37,Hachette Book
THE QUIET BOOK,Deborah Underwood,Houghton Mifflin Harcourt,547215673,9.78055E+12,Picture Books,8/1/10,9,Houghton Mifflin Harcourt
GALLOP!,Rufus Butler Seder,Workman,761147632,9.78076E+12,Picture Books,8/1/10,118,Hachette Book
SHARK VS. TRAIN,Chris Barton,"Little, Brown",316007625,9.78032E+12,Picture Books,8/1/10,5,Hachette Book
THE TWILIGHT SAGA,Stephenie Meyer,"Megan Tingley/Little, Brown",031612558X,9.78032E+12,Series Books,8/1/10,154,Hachette Book
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,1423101472,9.78142E+12,Series Books,8/1/10,158,Disney Publishing Worldwide
PRETTY LITTLE LIARS,Sara Shepard,HarperTeen,006088732X,9.78006E+12,Series Books,8/1/10,19,HarperCollins
DIARY OF A WIMPY KID,and   Jeff Kinney,Abrams,810996162,9.78081E+12,Series Books,8/1/10,79,Abrams
THE IMMORTALS,Alyson Noël,St. Martin's Griffin,312590970,9.78031E+12,Series Books,8/1/10,18,Macmillan Publishers
THE 39 CLUES,various authors,Scholastic,545060397,9.78055E+12,Series Books,8/1/10,54,Scholastic
HOUSE OF NIGHT,PC Cast and Kristin Cast,St. Martin's,312606168,9.78031E+12,Series Books,8/1/10,98,Macmillan Publishers
GALLAGHER GIRLS,Ally Carter,Disney-Hyperion,1423128206,9.78142E+12,Series Books,8/1/10,6,Disney Publishing Worldwide
RANGER’S APPRENTICE,John Flanagan,"Philomel, hardcover and paper",142417440,9.78014E+12,Series Books,8/1/10,49,
VAMPIRE ACADEMY,Richelle Mead,Razorbill,1595142509,9.7816E+12,Series Books,8/1/10,31,Penguin Random House
THE OVERTON WINDOW,Glenn Beck,Threshold Editions/Mercury Radio Arts,1439184305,9.78144E+12,Hardcover Fiction,7/4/10,1,Hachette Book
THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,Knopf,030726999X,9.78031E+12,Hardcover Fiction,7/4/10,4,Penguin Random House
THE LION,Nelson DeMille,Grand Central,044658083X,9.78045E+12,Hardcover Fiction,7/4/10,2,Grand Central
THE PASSAGE,Justin Cronin,Ballantine,345504968,9.78035E+12,Hardcover Fiction,7/4/10,2,Penguin Random House
WHIPLASH,Catherine Coulter,Putnam,399156534,9.7804E+12,Hardcover Fiction,7/4/10,1,Penguin Random House
THE HELP,Kathryn Stockett,Amy Einhorn/Putnam,399155341,9.7804E+12,Hardcover Fiction,7/4/10,64,Penhuin Random House
FRANKENSTEIN: LOST SOULS,Dean Koontz,Bantam,055380801X,9.78055E+12,Hardcover Fiction,7/4/10,1,Penguin Random House
THE SPY,Clive Cussler and Justin Scott,Putnam,399156437,9.7804E+12,Hardcover Fiction,7/4/10,3,Penguin Random House
LOWCOUNTRY SUMMER,Dorothea Benton Frank,William Morrow/HarperCollins,61961175,9.78006E+12,Hardcover Fiction,7/4/10,1,
SPIES OF THE BALKANS,Alan Furst,Random House,1400066034,9.7814E+12,Hardcover Fiction,7/4/10,1,Penguin Random House
61 HOURS,Lee Child,Delacorte,385340583,9.78039E+12,Hardcover Fiction,7/4/10,5,Penguin Random House
INNOCENT,Scott Turow,Grand Central,446562424,9.78045E+12,Hardcover Fiction,7/4/10,7,Grand Central
DEAD IN THE FAMILY,Charlaine Harris,Ace,441018645,9.78044E+12,Hardcover Fiction,7/4/10,7,Penguin Random House
THE BOURNE OBJECTIVE,Eric Van Lustbader,Grand Central,446539813,9.78045E+12,Hardcover Fiction,7/4/10,3,Grand Central
IMPERIAL BEDROOMS,Bret Easton Ellis,Knopf,307266109,9.78031E+12,Hardcover Fiction,7/4/10,1,Penguin Random House
STORM PREY,John Sandford,Putnam,399156496,9.7804E+12,Hardcover Fiction,7/4/10,0,Penguin Random House
BLOCKADE BILLY,Stephen King,Scribner,1451608217,9.78145E+12,Hardcover Fiction,7/4/10,0,Simon & Schuster
THAT PERFECT SOMEONE,Johanna Lindsey,Gallery,1439101078,9.78144E+12,Hardcover Fiction,7/4/10,0,Simon & Schuster
HEART OF THE MATTER,Emily Giffin,St. Martin's,312554168,9.78031E+12,Hardcover Fiction,7/4/10,0,Macmillan Publishers
BULLET,Laurell K Hamilton,Berkley,425234339,9.78043E+12,Hardcover Fiction,7/4/10,0,Penguin Random House
_____ MY DAD SAYS,Justin Halpern,It Books/HarperCollins,61992704,9.78006E+12,Hardcover Nonfiction,7/4/10,7,HarperCollins
MEDIUM RAW,Anthony Bourdain,Ecco/HarperCollins,61718947,9.78006E+12,Hardcover Nonfiction,7/4/10,2,
THE BIG SHORT,Michael Lewis,Norton,393072231,9.78039E+12,Hardcover Nonfiction,7/4/10,14,Norton
THE LAST STAND,Nathaniel Philbrick,Viking,670021725,9.78067E+12,Hardcover Nonfiction,7/4/10,7,Penguin Random House
SPOKEN FROM THE HEART,Laura Bush,Scribner,1439155208,9.78144E+12,Hardcover Nonfiction,7/4/10,7,Simon & Schuster
WAR,Sebastian Junger,Twelve,446556246,9.78045E+12,Hardcover Nonfiction,7/4/10,6,Hachette Book
CHELSEA CHELSEA BANG BANG,Chelsea Handler,Grand Central,446552445,9.78045E+12,Hardcover Nonfiction,7/4/10,15,Grand Central
UNCHARTED TERRITORI,Tori Spelling with Hilary Liftin,Gallery Books,1439187711,9.78144E+12,Hardcover Nonfiction,7/4/10,1,Simon & Schuster
THE PACIFIC,Hugh Ambrose,NAL Caliber,045123023X,9.78045E+12,Hardcover Nonfiction,7/4/10,15,
"CHANGE YOUR BRAIN, CHANGE YOUR BODY",Daniel G Amen,Harmony,307463575,9.78031E+12,Hardcover Nonfiction,7/4/10,11,Penguin Random House
STEINBRENNER,Bill Madden,Harper/HarperCollins,61690317,9.78006E+12,Hardcover Nonfiction,7/4/10,4,HarperCollins
OUTLIERS,Malcolm Gladwell,"Little, Brown",316017922,9.78032E+12,Hardcover Nonfiction,7/4/10,82,Hachette Book
OPERATION MINCEMEAT,Ben Macintyre,Harmony,307453278,9.78031E+12,Hardcover Nonfiction,7/4/10,5,Penguin Random House
FURIOUS LOVE,Sam Kashner and Nancy Schoenberger,Harper/HarperCollins,006156284X,9.78006E+12,Hardcover Nonfiction,7/4/10,1,HarperCollins
HITCH-22,Christopher Hitchens,Twelve,446540331,9.78045E+12,Hardcover Nonfiction,7/4/10,3,Hachette Book
TO SAVE AMERICA,Newt Gingrich with Joe DeSantis,Regnery,1596985968,9.7816E+12,Hardcover Nonfiction,7/4/10,0,Regnery Publishing
BORN TO RUN,Christopher McDougall,Knopf,307266303,9.78031E+12,Hardcover Nonfiction,7/4/10,0,Penguin Random House
THE PROMISE,Jonathan Alter,Simon & Schuster,1439101191,9.78144E+12,Hardcover Nonfiction,7/4/10,0,Simon & Schuster
WHEN THE GAME WAS OURS,"Larry Bird and Earvin ""Magic"" Johnson with Jackie MacMullan",Houghton Mifflin Harcourt,547225474,9.78055E+12,Hardcover Nonfiction,7/4/10,0,Houghton Mifflin Harcourt
THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,Crown,1400052173,9.7814E+12,Hardcover Nonfiction,7/4/10,0,Penguin Random House
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Vintage Crime/Black Lizard,307454541,9.78031E+12,Trade Fiction Paperback,7/4/10,52,Penguin Random House
THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Vintage Crime/Black Lizard,030745455X,9.78031E+12,Trade Fiction Paperback,7/4/10,13,Penguin Random House
LITTLE BEE,Chris Cleave,Simon & Schuster,1416589643,9.78142E+12,Trade Fiction Paperback,7/4/10,18,Simon & Schuster
SWIMSUIT,James Patterson and Maxine Paetro,Grand Central,446561363,9.78045E+12,Trade Fiction Paperback,7/4/10,1,Grand Central
BEST FRIENDS FOREVER,Jennifer Weiner,Washington Square,743294300,9.78074E+12,Trade Fiction Paperback,7/4/10,7,Simon & Schuster
SOUTH OF BROAD,Pat Conroy,Dial,385344074,9.78039E+12,Trade Fiction Paperback,7/4/10,7,Penguin Random House
CUTTING FOR STONE,Abraham Verghese,Vintage,375714367,9.78038E+12,Trade Fiction Paperback,7/4/10,21,Penguin Random House
SARAH’S KEY,Tatiana de Rosnay,St. Martin's Griffin,312370849,9.78031E+12,Trade Fiction Paperback,7/4/10,71,Macmillan Publishers
A RELIABLE WIFE,Robert Goolrick,Algonquin,1565129776,9.78157E+12,Trade Fiction Paperback,7/4/10,24,Algonquin Books
THE MAGICIANS,Lev Grossman,Plume,452296293,9.78045E+12,Trade Fiction Paperback,7/4/10,3,Penguin Random House
THE CASTAWAYS,Elin Hilderbrand,"Back Bay/Little, Brown",316043907,9.78032E+12,Trade Fiction Paperback,7/4/10,2,Hachette Book
THE ART OF RACING IN THE RAIN,Garth Stein,Harper Paperbacks,61537969,9.78006E+12,Trade Fiction Paperback,7/4/10,54,HarperCollins
THAT OLD CAPE MAGIC,Richard Russo,Vintage,1400030919,9.7814E+12,Trade Fiction Paperback,7/4/10,3,Penguin Random House
THE FORGOTTEN GARDEN,Kate Morton,Washington Square,1416550550,9.78142E+12,Trade Fiction Paperback,7/4/10,18,Simon & Schuster
TINKERS,Paul Harding,Bellevue Literary Press,193413712X,9.78193E+12,Trade Fiction Paperback,7/4/10,9,Bellevue Literary Press
THE ALCHEMIST,Paulo Coelho,HarperOne,61122416,9.78006E+12,Trade Fiction Paperback,7/4/10,133,HarperCollins
THE HOST,Stephenie Meyer,"Back Bay/Little, Brown",316068055,9.78032E+12,Trade Fiction Paperback,7/4/10,10,Hachette Book
SAVOR THE MOMENT,Nora Roberts,Berkley,425233685,9.78043E+12,Trade Fiction Paperback,7/4/10,8,Penguin Random House
THE SHACK,William P Young,Windblown Media,964729237,9.78096E+12,Trade Fiction Paperback,7/4/10,109,Windblown Media
COMMENCEMENT,J Courtney Sullivan,Vintage,307454967,9.78031E+12,Trade Fiction Paperback,7/4/10,5,Penguin Random House
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,143038419,9.78014E+12,Paperback Nonfiction,7/4/10,176,Penguin Random House
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,143038257,9.78014E+12,Paperback Nonfiction,7/4/10,177,Penguin Random House
"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,Simon Spotlight Entertainment,1416596364,9.78142E+12,Paperback Nonfiction,7/4/10,25,Simon & Schuster
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,1582346186,9.78158E+12,Paperback Nonfiction,7/4/10,86,Bloomsbury Publishing
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",316010669,9.78032E+12,Paperback Nonfiction,7/4/10,140,Hachette Book
THE GLASS CASTLE,Jeannette Walls,Scribner,074324754X,9.78074E+12,Paperback Nonfiction,7/4/10,172,Simon & Schuster
THE BLIND SIDE,Michael Lewis,Norton,039333838X,9.78039E+12,Paperback Nonfiction,7/4/10,38,Norton
MENNONITE IN A LITTLE BLACK DRESS,Rhoda Janzen,Holt,805092250,9.78081E+12,Paperback Nonfiction,7/4/10,10,Macmillan Publishers
A LONG WAY GONE,Ishmael Beah,"Sarah Crichton/Farrar, Straus & Giroux",374531269,9.78037E+12,Paperback Nonfiction,7/4/10,31,
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",316346624,9.78032E+12,Paperback Nonfiction,7/4/10,298,Hachette Book
FREAKONOMICS,Steven D Levitt and Stephen J Dubner,Harper Perennial,60731338,9.78006E+12,Paperback Nonfiction,7/4/10,43,HarperCollins
ZEITOUN,Dave Eggers,Vintage,307387941,9.78031E+12,Paperback Nonfiction,7/4/10,1,Penguin Random House
WITH THE OLD BREED,E B Sledge,Presidio,891419063,9.78089E+12,Paperback Nonfiction,7/4/10,10,
THE BLACK SWAN,Nassim Nicholas Taleb,Random House,081297381X,9.78081E+12,Paperback Nonfiction,7/4/10,6,Penguin Random House
LIBERTY AND TYRANNY,Mark R Levin,Threshold Editons,1416562877,9.78142E+12,Paperback Nonfiction,7/4/10,2,
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,806532254,9.78081E+12,Paperback Nonfiction,7/4/10,139,Kensington Publishing Corp.
HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,Vintage,307387097,9.78031E+12,Paperback Nonfiction,7/4/10,3,Penguin Random House
LORDS OF FINANCE,Liaquat Ahamed,Penguin,143116800,9.78014E+12,Paperback Nonfiction,7/4/10,2,Penguin Random House
MY BOOKY WOOK,Russell Brand,It/HarperCollins,61857807,9.78006E+12,Paperback Nonfiction,7/4/10,2,
A BOLD FRESH PIECE OF HUMANITY,Bill O’Reilly,Broadway,767928830,9.78077E+12,Paperback Nonfiction,7/4/10,3,Penguin Random House
STAR WARS,Rufus Butler Seder,Workman,761158464,9.78076E+12,Picture Books,7/4/10,6,Hachette Book
LADYBUG GIRL AT THE BEACH,David Soman and Jacky Davis,Dial,803734166,9.7808E+12,Picture Books,7/4/10,5,Penguin Random House
LEGO STAR WARS,Simon Beecroft,DK,756655293,9.78076E+12,Picture Books,7/4/10,26,Penguin Random House
"CITY DOG, COUNTRY FROG",Mo Willems,Hyperion/Disney,1423103009,9.78142E+12,Picture Books,7/4/10,2,Disney Publishing Worldwide
THE VERY FAIRY PRINCESS: HERE COMES THE FLOWER GIRL!,Julie Andrews and Emma Walton Hamilton,"Little, Brown",316040509,9.78032E+12,Picture Books,7/4/10,5,Hachette Book
OVER THE RAINBOW,,Peter Yarrow/Imagine,1936140004,9.78194E+12,Picture Books,7/4/10,3,
THE LION AND THE MOUSE,Jerry Pinkney,"Little, Brown",316013560,9.78032E+12,Picture Books,7/4/10,33,Hachette Book
CAN I PLAY TOO?,Mo Willems,Hyperion/Disney,1423119916,9.78142E+12,Picture Books,7/4/10,2,Disney Publishing Worldwide
