Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
GRIT,Angela Duckworth,Scribner,1501111116,9.7815E+12,Paperback Nonfiction,3/19/2023,138
THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,Celadon,1250877520,9.78125E+12,Paperback Nonfiction,3/19/2023,10
THE BOMBER MAFIA,Malcolm Gladwell,Back Bay,316296813,9.78032E+12,Paperback Nonfiction,3/19/2023,29
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,525509305,9.78053E+12,Paperback Nonfiction,3/19/2023,4
ATOMIC HABITS,James Clear,Avery,735211299,9.78074E+12,Advice How-To and Miscellaneous,3/19/2023,171
YOUNG FOREVER,Mark Hyman,"Little, Brown Spark",316453188,9.78032E+12,Advice How-To and Miscellaneous,3/19/2023,2
"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,62976583,9.78006E+12,Advice How-To and Miscellaneous,3/19/2023,170
THE CREATIVE ACT,Rick Rubin with Neil Strauss,Penguin Press,593652886,9.78059E+12,Advice How-To and Miscellaneous,3/19/2023,7
DRAMA FREE,Nedra Glover Tawwab,TarcherPerigee,593539273,9.78059E+12,Advice How-To and Miscellaneous,3/19/2023,1
8 RULES OF LOVE,Jay Shetty,Simon & Schuster,1982183063,9.78198E+12,Advice How-To and Miscellaneous,3/19/2023,5
WIN EVERY ARGUMENT,Mehdi Hasan,Holt,1250853478,9.78125E+12,Advice How-To and Miscellaneous,3/19/2023,1
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,62457713,9.78006E+12,Advice How-To and Miscellaneous,3/19/2023,288
CAN'T HURT ME,David Goggins,Lioncrest,1544512279,9.78154E+12,Advice How-To and Miscellaneous,3/19/2023,34
TWO WEEKS NOTICE,Amy Porterfield,Hay House,1401969879,9.7814E+12,Advice How-To and Miscellaneous,3/19/2023,2
HOW TO CATCH A LEPRECHAUN,Adam Wallace.,Sourcebooks Jabberwocky,1492632910,9.78149E+12,Picture Books,3/19/2023,30
DRAGONS LOVE TACOS,Adam Rubin.,Dial,803736800,9.7808E+12,Picture Books,3/19/2023,388
HOW TO CATCH THE EASTER BUNNY,Adam Wallace and Andy Elkerton,Sourcebooks Jabberwocky,149263817X,9.78149E+12,Picture Books,3/19/2023,19
PETE THE CAT: THE GREAT LEPRECHAUN CHASE,James Dean,HarperCollins,62404504,9.78006E+12,Picture Books,3/19/2023,14
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,385376715,9.78039E+12,Picture Books,3/19/2023,342
THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,399255370,9.7804E+12,Picture Books,3/19/2023,350
PETE THE CAT: BIG EASTER ADVENTURE,James Dean and Kimberly Dean,HarperFestival,006219867X,9.78006E+12,Picture Books,3/19/2023,37
THE BOOK WITH NO PICTURES,B.J. Novak,Dial,803741715,9.7808E+12,Picture Books,3/19/2023,177
HOT DOG,Doug Salati,Knopf,593308433,9.78059E+12,Picture Books,3/19/2023,1
THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!,Jory John.,HarperCollins,62975676,9.78006E+12,Picture Books,3/19/2023,16
A GOOD GIRL'S GUIDE TO MURDER,Holly Jackson,Delacorte,1984896393,9.78198E+12,Series Books,3/19/2023,75
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,141976294X,9.78142E+12,Series Books,3/19/2023,729
HARRY POTTER,J.K. Rowling,Scholastic,059035342X,9.78059E+12,Series Books,3/19/2023,728
THE INHERITANCE GAMES,Jennifer Lynn Barnes,"Little, Brown",759555400,9.78076E+12,Series Books,3/19/2023,27
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,1484707230,9.78148E+12,Series Books,3/19/2023,663
THE SUMMER I TURNED PRETTY TRILOGY,Jenny Han,Simon & Schuster,1416968296,9.78142E+12,Series Books,3/19/2023,46
WHO WAS/IS . . . ?,Jim Gigliotti and others; various illustrators,Penguin Workshop,448483203,9.78045E+12,Series Books,3/19/2023,135
FOLK OF THE AIR,Holly Black,"Little, Brown",031631031X,9.78032E+12,Series Books,3/19/2023,30
WINGS OF FIRE,Tui T. Sutherland,Scholastic,545349230,9.78055E+12,Series Books,3/19/2023,201
THE HUNGER GAMES,Suzanne Collins,Scholastic,1338635174,9.78134E+12,Series Books,3/19/2023,265
IMMORTALITY,Dana Schwartz,Wednesday,1250861012,9.78125E+12,Young Adult Hardcover,3/19/2023,1
FIVE SURVIVE,Holly Jackson,Delacorte,593374169,9.78059E+12,Young Adult Hardcover,3/19/2023,14
NICK AND CHARLIE,Alice Oseman,Scholastic,1338885103,9.78134E+12,Young Adult Hardcover,3/19/2023,9
SHE IS A HAUNTING,Trang Thanh Tran,Bloomsbury,None,9.78155E+12,Young Adult Hardcover,3/19/2023,1
THE STOLEN HEIR,Holly Black,"Little, Brown",316592706,9.78032E+12,Young Adult Hardcover,3/19/2023,9
THE FIRST TO DIE AT THE END,Adam Silvera,Quill Tree,63240807,9.78006E+12,Young Adult Hardcover,3/19/2023,22
LIGHTLARK,Alex Aster,Amulet,1419760866,9.78142E+12,Young Adult Hardcover,3/19/2023,28
THE DAVENPORTS,Krystal Marquis,Dial,593463331,9.78059E+12,Young Adult Hardcover,3/19/2023,5
ONE OF US IS LYING,Karen M. McManus,Delacorte,1524714682,9.78152E+12,Young Adult Hardcover,3/19/2023,266
THESE INFINITE THREADS,Tahereh Mafi,HarperCollins,62972472,9.78006E+12,Young Adult Hardcover,3/19/2023,4
IT ENDS WITH US,Colleen Hoover,Atria,1501110365,9.7815E+12,Combined Print and E-Book Fiction,2/19/2023,86
IT STARTS WITH US,Colleen Hoover,Atria,1668001225,9.78167E+12,Combined Print and E-Book Fiction,2/19/2023,16
LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,038554734X,9.78039E+12,Combined Print and E-Book Fiction,2/19/2023,13
VERITY,Colleen Hoover,Grand Central,1538724731,9.78154E+12,Combined Print and E-Book Fiction,2/19/2023,61
HEART BONES,Colleen Hoover,Atria,1668021919,9.78167E+12,Combined Print and E-Book Fiction,2/19/2023,1
THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,1501161938,9.7815E+12,Combined Print and E-Book Fiction,2/19/2023,83
"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,593321200,9.78059E+12,Combined Print and E-Book Fiction,2/19/2023,8
UGLY LOVE,Colleen Hoover,Atria,1476753180,9.78148E+12,Combined Print and E-Book Fiction,2/19/2023,56
DEMON COPPERHEAD,Barbara Kingsolver,Harper,63251922,9.78006E+12,Combined Print and E-Book Fiction,2/19/2023,13
EXILES,Jane Harper,Flatiron,1250874866,9.78125E+12,Combined Print and E-Book Fiction,2/19/2023,1
THE SILENT PATIENT,Alex Michaelides,Celadon,125030170X,9.78125E+12,Combined Print and E-Book Fiction,2/19/2023,57
THE HOUSE IN THE PINES,Ana Reyes,Dutton,593186710,9.78059E+12,Combined Print and E-Book Fiction,2/19/2023,5
9-Nov,Colleen Hoover,Atria,1501110349,9.7815E+12,Combined Print and E-Book Fiction,2/19/2023,36
THINGS WE NEVER GOT OVER,Lucy Score,Bloom,194563183X,9.78195E+12,Combined Print and E-Book Fiction,2/19/2023,2
DAISY JONES & THE SIX,Taylor Jenkins Reid,Ballantine,1524798649,9.78152E+12,Combined Print and E-Book Fiction,2/19/2023,6
SPARE,Prince Harry,Random House,593593804,9.78059E+12,Combined Print and E-Book Nonfiction,2/19/2023,4
"LOVE, PAMELA",Pamela Anderson,Dey Street,63226561,9.78006E+12,Combined Print and E-Book Nonfiction,2/19/2023,1
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,143127748,9.78014E+12,Combined Print and E-Book Nonfiction,2/19/2023,128
I'M GLAD MY MOM DIED,Jennette McCurdy,Simon & Schuster,1982185821,9.78198E+12,Combined Print and E-Book Nonfiction,2/19/2023,26
THE NAZI CONSPIRACY,Brad Meltzer and Josh Mensch,Flatiron,1250777267,9.78125E+12,Combined Print and E-Book Nonfiction,2/19/2023,4
NEVER GIVE AN INCH,Mike Pompeo,Broadside,63247445,9.78006E+12,Combined Print and E-Book Nonfiction,2/19/2023,2
THE LIGHT WE CARRY,Michelle Obama,Crown,593237463,9.78059E+12,Combined Print and E-Book Nonfiction,2/19/2023,12
COBALT RED,Siddharth Kara,St. Martin's,1250284309,9.78125E+12,Combined Print and E-Book Nonfiction,2/19/2023,1
ALL ABOUT LOVE,bell hooks,Morrow,60959479,9.78006E+12,Combined Print and E-Book Nonfiction,2/19/2023,35
THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,593230574,9.78059E+12,Combined Print and E-Book Nonfiction,2/19/2023,26
AND THERE WAS LIGHT,Jon Meacham,Random House,553393979,9.78055E+12,Combined Print and E-Book Nonfiction,2/19/2023,15
"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,Flatiron,1250866448,9.78125E+12,Combined Print and E-Book Nonfiction,2/19/2023,14
STRAIGHT SHOOTER,Stephen A. Smith,Gallery/13A,1982189495,9.78198E+12,Combined Print and E-Book Nonfiction,2/19/2023,3
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,1571313567,9.78157E+12,Combined Print and E-Book Nonfiction,2/19/2023,66
MASTER SLAVE HUSBAND WIFE,Ilyon Woo,Simon & Schuster,1501191055,9.7815E+12,Combined Print and E-Book Nonfiction,2/19/2023,2
LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,038554734X,9.78039E+12,Hardcover Fiction,2/19/2023,39
"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,593321200,9.78059E+12,Hardcover Fiction,2/19/2023,19
THE HOUSE IN THE PINES,Ana Reyes,Dutton,593186710,9.78059E+12,Hardcover Fiction,2/19/2023,5
DEMON COPPERHEAD,Barbara Kingsolver,Harper,63251922,9.78006E+12,Hardcover Fiction,2/19/2023,16
MAAME,Jessica George,St. Martin's,1250282527,9.78125E+12,Hardcover Fiction,2/19/2023,1
THE BOYS FROM BILOXI,John Grisham,Doubleday,385548923,9.78039E+12,Hardcover Fiction,2/19/2023,16
THE HOUSE OF WOLVES,James Patterson and Mike Lupica,"Little, Brown",316404292,9.78032E+12,Hardcover Fiction,2/19/2023,4
EXILES,Jane Harper,Flatiron,1250235359,9.78125E+12,Hardcover Fiction,2/19/2023,1
FAIRY TALE,Stephen King,Scribner,1668002175,9.78167E+12,Hardcover Fiction,2/19/2023,22
MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,1984818384,9.78198E+12,Hardcover Fiction,2/19/2023,18
HOW TO SELL A HAUNTED HOUSE,Grady Hendrix,Berkley,593201264,9.78059E+12,Hardcover Fiction,2/19/2023,3
REMARKABLY BRIGHT CREATURES,Shel Van Pelt,Ecco,63204150,9.78006E+12,Hardcover Fiction,2/19/2023,4
THE MIDNIGHT LIBRARY,Matt Haig,Viking,525559477,9.78053E+12,Hardcover Fiction,2/19/2023,102
HORSE,Geraldine Brooks,Viking,399562966,9.7804E+12,Hardcover Fiction,2/19/2023,10
FINLAY DONOVAN JUMPS THE GUN,Elle Cosimano,Minotaur,125084603X,9.78125E+12,Hardcover Fiction,2/19/2023,1
SPARE,Prince Harry,Random House,593593804,9.78059E+12,Hardcover Nonfiction,2/19/2023,4
"LOVE, PAMELA",Pamela Anderson,Dey Street,63226561,9.78006E+12,Hardcover Nonfiction,2/19/2023,1
I'M GLAD MY MOM DIED,Jennette McCurdy,Simon & Schuster,1982185821,9.78198E+12,Hardcover Nonfiction,2/19/2023,26
NEVER GIVE AN INCH,Mike Pompeo,Broadside,63247445,9.78006E+12,Hardcover Nonfiction,2/19/2023,2
THE LIGHT WE CARRY,Michelle Obama,Crown,593237463,9.78059E+12,Hardcover Nonfiction,2/19/2023,12
THE NAZI CONSPIRACY,Brad Meltzer and Josh Mensch,Flatiron,1250777267,9.78125E+12,Hardcover Nonfiction,2/19/2023,4
COBALT RED,Siddharth Kara,St. Martin's,1250284309,9.78125E+12,Hardcover Nonfiction,2/19/2023,1
STRAIGHT SHOOTER,Stephen A. Smith,Gallery/13A,1982189495,9.78198E+12,Hardcover Nonfiction,2/19/2023,3
THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,593230574,9.78059E+12,Hardcover Nonfiction,2/19/2023,31
"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,Flatiron,1250866448,9.78125E+12,Hardcover Nonfiction,2/19/2023,14
THE MYTH OF NORMAL,Gabor Maté with Daniel Maté,Avery,593083881,9.78059E+12,Hardcover Nonfiction,2/19/2023,14
CRYING IN H MART,Michelle Zauner,Knopf,525657746,9.78053E+12,Hardcover Nonfiction,2/19/2023,66
MASTER SLAVE HUSBAND WIFE,Ilyon Woo,Simon & Schuster,1501191055,9.7815E+12,Hardcover Nonfiction,2/19/2023,3
SURRENDER,Bono,Knopf,525521046,9.78053E+12,Hardcover Nonfiction,2/19/2023,14
AND THERE WAS LIGHT,Jon Meacham,Random House,553393960,9.78055E+12,Hardcover Nonfiction,2/19/2023,16
IT ENDS WITH US,Colleen Hoover,Atria,1501110365,9.7815E+12,Trade Fiction Paperback,2/19/2023,92
IT STARTS WITH US,Colleen Hoover,Atria,1668001225,9.78167E+12,Trade Fiction Paperback,2/19/2023,16
HEART BONES,Colleen Hoover,Atria,1668021919,9.78167E+12,Trade Fiction Paperback,2/19/2023,1
VERITY,Colleen Hoover,Grand Central,1538724731,9.78154E+12,Trade Fiction Paperback,2/19/2023,78
UGLY LOVE,Colleen Hoover,Atria,1476753180,9.78148E+12,Trade Fiction Paperback,2/19/2023,80
THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,1501161938,9.7815E+12,Trade Fiction Paperback,2/19/2023,100
THE SILENT PATIENT,Alex Michaelides,Celadon,125030170X,9.78125E+12,Trade Fiction Paperback,2/19/2023,77
9-Nov,Colleen Hoover,Atria,1501110349,9.7815E+12,Trade Fiction Paperback,2/19/2023,64
THINGS WE NEVER GOT OVER,Lucy Score,Bloom,194563183X,9.78195E+12,Trade Fiction Paperback,2/19/2023,18
MAYBE SOMEDAY,Colleen Hoover,Atria,1476753164,9.78148E+12,Trade Fiction Paperback,2/19/2023,29
DAISY JONES & THE SIX,Taylor Jenkins Reid,Ballantine,1524798649,9.78152E+12,Trade Fiction Paperback,2/19/2023,12
WHERE THE CRAWDADS SING,Delia Owens,Putnam,735219109,9.78074E+12,Trade Fiction Paperback,2/19/2023,97
THE MAID,Nita Prose,Ballantine,593356179,9.78059E+12,Trade Fiction Paperback,2/19/2023,5
A MAN CALLED OVE,Fredrik Backman,Washington Square,1476738025,9.78148E+12,Trade Fiction Paperback,2/19/2023,93
MAYBE NOW,Colleen Hoover,Atria,1668013347,9.78167E+12,Trade Fiction Paperback,2/19/2023,14
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,143127748,9.78014E+12,Paperback Nonfiction,2/19/2023,224
ALL ABOUT LOVE,bell hooks,Morrow,60959479,9.78006E+12,Paperback Nonfiction,2/19/2023,61
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,1571313567,9.78157E+12,Paperback Nonfiction,2/19/2023,147
THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,Celadon,1250877520,9.78125E+12,Paperback Nonfiction,2/19/2023,6
SAPIENS,Yuval Noah Harari,Harper Perennial,62316117,9.78006E+12,Paperback Nonfiction,2/19/2023,199
"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",374533555,9.78037E+12,Paperback Nonfiction,2/19/2023,348
EDUCATED,Tara Westover,Random House,399590528,9.7804E+12,Paperback Nonfiction,2/19/2023,43
BORN A CRIME,Trevor Noah,One World,399588191,9.7804E+12,Paperback Nonfiction,2/19/2023,184
THE NINETIES,Chuck Klosterman,Penguin,735217963,9.78074E+12,Paperback Nonfiction,2/19/2023,1
TALKING TO STRANGERS,Malcolm Gladwell,Back Bay,316299227,9.78032E+12,Paperback Nonfiction,2/19/2023,71
GRIT,Angela Duckworth,Scribner,1501111116,9.7815E+12,Paperback Nonfiction,2/19/2023,134
HOW THE WORD IS PASSED,Clint Smith,Back Bay,316492922,9.78032E+12,Paperback Nonfiction,2/19/2023,6
BETWEEN TWO KINGDOMS,Suleika Jaouad,Random House,399588604,9.7804E+12,Paperback Nonfiction,2/19/2023,17
DOPAMINE NATION,Anna Lembke,Dutton,1524746746,9.78152E+12,Paperback Nonfiction,2/19/2023,3
THESE PRECIOUS DAYS,Ann Patchett,Harper Perennial,63092794,9.78006E+12,Paperback Nonfiction,2/19/2023,10
ATOMIC HABITS,James Clear,Avery,735211299,9.78074E+12,Advice How-To and Miscellaneous,2/19/2023,167
8 RULES OF LOVE,Jay Shetty,Simon & Schuster,1982183063,9.78198E+12,Advice How-To and Miscellaneous,2/19/2023,1
THE CREATIVE ACT,Rick Rubin with Neil Strauss,Penguin Press,593652886,9.78059E+12,Advice How-To and Miscellaneous,2/19/2023,3
BECOMING FREE INDEED,Jinger Duggar Vuolo with Corey Williams,Thomas Nelson,1400335817,9.7814E+12,Advice How-To and Miscellaneous,2/19/2023,1
"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,62976583,9.78006E+12,Advice How-To and Miscellaneous,2/19/2023,166
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,62457713,9.78006E+12,Advice How-To and Miscellaneous,2/19/2023,284
CAN'T HURT ME,David Goggins,Lioncrest,1544512279,9.78154E+12,Advice How-To and Miscellaneous,2/19/2023,31
THE GOOD LIFE,Robert Waldinger and Marc Schulz,Simon & Schuster,198216669X,9.78198E+12,Advice How-To and Miscellaneous,2/19/2023,4
GO-TO DINNERS,Ina Garten,Clarkson Potter,1984822780,9.78198E+12,Advice How-To and Miscellaneous,2/19/2023,15
ATLAS OF THE HEART,Brené Brown,Random House,399592555,9.7804E+12,Advice How-To and Miscellaneous,2/19/2023,52
LITTLE BLUE TRUCK'S VALENTINE,Alice Schertle.,Clarion,358272440,9.78036E+12,Picture Books,2/19/2023,19
LOVE FROM THE VERY HUNGRY CATERPILLAR,Eric Carle,Grosset & Dunlap,448489325,9.78045E+12,Picture Books,2/19/2023,47
HOW TO CATCH A LOVEOSAURUS,Alice Walstead.,Sourcebooks Wonderland,1728268788,9.78173E+12,Picture Books,2/19/2023,5
GRUMPY MONKEY VALENTINE GROSS-OUT,Suzanne Lang.,Random House Studio,593486927,9.78059E+12,Picture Books,2/19/2023,5
LOVE FROM THE CRAYONS,Drew Daywalt and Oliver Jeffers,Penguin Workshop,1524792683,9.78152E+12,Picture Books,2/19/2023,18
IN MY HEART,Jo Witek.,Abrams Appleseed,1419713108,9.78142E+12,Picture Books,2/19/2023,13
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,385376715,9.78039E+12,Picture Books,2/19/2023,339
PETE THE CAT: VALENTINE'S DAY IS COOL,James Dean and Kimberly Dean,HarperFestival,62198653,9.78006E+12,Picture Books,2/19/2023,19
THE SMALLEST SPOT OF A DOT,Linsey Davis and Michael Tyler.,Zonderkidz,310748801,9.78031E+12,Picture Books,2/19/2023,1
THE ABCS OF BLACK HISTORY,Rio Cortez.,Workman,1523507497,9.78152E+12,Picture Books,2/19/2023,10
THE LAST HOURS,Cassandra Clare,Margaret K. McElderry,1481431935,9.78148E+12,Series Books,2/19/2023,1
A GOOD GIRL'S GUIDE TO MURDER,Holly Jackson,Delacorte,593379888,9.78059E+12,Series Books,2/19/2023,71
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,141976294X,9.78142E+12,Series Books,2/19/2023,725
HARRY POTTER,J.K. Rowling,Scholastic,059035342X,9.78059E+12,Series Books,2/19/2023,724
THE INHERITANCE GAMES,Jennifer Lynn Barnes,"Little, Brown",759555400,9.78076E+12,Series Books,2/19/2023,23
THRONE OF GLASS,Sarah J. Maas,Bloomsbury,1599909391,9.7816E+12,Series Books,2/19/2023,63
THE SUMMER I TURNED PRETTY TRILOGY,Jenny Han,Simon & Schuster,1416968296,9.78142E+12,Series Books,2/19/2023,42
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,1484707230,9.78148E+12,Series Books,2/19/2023,659
WHO WAS/IS . . . ?,Jim Gigliotti and others; various illustrators,Penguin Workshop,448483203,9.78045E+12,Series Books,2/19/2023,131
WINGS OF FIRE,Tui T. Sutherland,Scholastic,545349230,9.78055E+12,Series Books,2/19/2023,198
THE STOLEN HEIR,Holly Black,"Little, Brown",316592706,9.78032E+12,Young Adult Hardcover,2/19/2023,5
HOW TO BE A (YOUNG) ANTIRACIST,Ibram X. Kendi and Nic Stone,Kokila,593461606,9.78059E+12,Young Adult Hardcover,2/19/2023,1
THE DAVENPORTS,Krystal Marquis,Dial,593463331,9.78059E+12,Young Adult Hardcover,2/19/2023,1
NICK AND CHARLIE,Alice Oseman,Scholastic,1338885103,9.78134E+12,Young Adult Hardcover,2/19/2023,5
FIVE SURVIVE,Holly Jackson,Delacorte,593374169,9.78059E+12,Young Adult Hardcover,2/19/2023,10
THE FIRST TO DIE AT THE END,Adam Silvera,Quill Tree,63240807,9.78006E+12,Young Adult Hardcover,2/19/2023,18
ONE OF US IS LYING,Karen M. McManus,Delacorte,1524714682,9.78152E+12,Young Adult Hardcover,2/19/2023,262
LIGHTLARK,Alex Aster,Amulet,1419760866,9.78142E+12,Young Adult Hardcover,2/19/2023,24
A THOUSAND HEARTBEATS,Kiera Cass,HarperTeen,62665782,9.78006E+12,Young Adult Hardcover,2/19/2023,8
LOVELESS,Alice Oseman,Scholastic,133875193X,9.78134E+12,Young Adult Hardcover,2/19/2023,30
IT STARTS WITH US,Colleen Hoover,Atria,1668001225,9.78167E+12,Combined Print and E-Book Fiction,1/22/2023,12
IT ENDS WITH US,Colleen Hoover,Atria,1501110365,9.7815E+12,Combined Print and E-Book Fiction,1/22/2023,82
VERITY,Colleen Hoover,Grand Central,1538724731,9.78154E+12,Combined Print and E-Book Fiction,1/22/2023,57
LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,038554734X,9.78039E+12,Combined Print and E-Book Fiction,1/22/2023,9
WITHOUT A TRACE,Danielle Steel,Delacorte,1984821873,9.78198E+12,Combined Print and E-Book Fiction,1/22/2023,1
THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,1501161938,9.7815E+12,Combined Print and E-Book Fiction,1/22/2023,79
UGLY LOVE,Colleen Hoover,Atria,1476753180,9.78148E+12,Combined Print and E-Book Fiction,1/22/2023,52
THE HOUSE IN THE PINES,Ana Reyes,Dutton,593186710,9.78059E+12,Combined Print and E-Book Fiction,1/22/2023,1
THE SILENT PATIENT,Alex Michaelides,Celadon,125030170X,9.78125E+12,Combined Print and E-Book Fiction,1/22/2023,53
DEMON COPPERHEAD,Barbara Kingsolver,Harper,006325199X,9.78006E+12,Combined Print and E-Book Fiction,1/22/2023,9
THE BOYS FROM BILOXI,John Grisham,Doubleday,385548923,9.78039E+12,Combined Print and E-Book Fiction,1/22/2023,12
THE MAID,Nita Prose,Ballantine,593356179,9.78059E+12,Combined Print and E-Book Fiction,1/22/2023,12
"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,593321219,9.78059E+12,Combined Print and E-Book Fiction,1/22/2023,4
WHERE THE CRAWDADS SING,Delia Owens,Putnam,735219109,9.78074E+12,Combined Print and E-Book Fiction,1/22/2023,193
LOATHE TO LOVE YOU,Ali Hazelwood,Berkley,593437802,9.78059E+12,Combined Print and E-Book Fiction,1/22/2023,1
THE LIGHT WE CARRY,Michelle Obama,Crown,593237463,9.78059E+12,Combined Print and E-Book Nonfiction,1/22/2023,8
I'M GLAD MY MOM DIED,Jennette McCurdy,Simon & Schuster,1982185821,9.78198E+12,Combined Print and E-Book Nonfiction,1/22/2023,22
THE JANUARY 6 REPORT,the House January 6th Committee,Harper,63315505,9.78006E+12,Combined Print and E-Book Nonfiction,1/22/2023,2
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,143127748,9.78014E+12,Combined Print and E-Book Nonfiction,1/22/2023,124
THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,Celadon,1250877520,9.78125E+12,Combined Print and E-Book Nonfiction,1/22/2023,2
"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,Flatiron,1250866448,9.78125E+12,Combined Print and E-Book Nonfiction,1/22/2023,10
ALL ABOUT LOVE,bell hooks,Morrow,60959479,9.78006E+12,Combined Print and E-Book Nonfiction,1/22/2023,31
MYTH AMERICA,edited  Kevin M. Kruse and Julian E. Zelizer,Basic,1541601394,9.78154E+12,Combined Print and E-Book Nonfiction,1/22/2023,1
AN IMMENSE WORLD,Ed Yong,Random House,593133234,9.78059E+12,Combined Print and E-Book Nonfiction,1/22/2023,11
THE REVOLUTIONARY,Stacy Schiff,"Little, Brown",316441112,9.78032E+12,Combined Print and E-Book Nonfiction,1/22/2023,11
AND THERE WAS LIGHT,Jon Meacham,Random House,553393960,9.78055E+12,Combined Print and E-Book Nonfiction,1/22/2023,12
