,Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List,Average Google Review,Google Review Count
1114,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,Simon & Schuster,1501145258,9.7815E+12,Paperback Nonfiction,2/14/2021,28,4,14
1115,LEAD FROM THE OUTSIDE,Stacey Abrams,Picador,1250214807,9.78125E+12,Paperback Nonfiction,2/14/2021,13,,
1116,THE PRICE YOU PAY FOR COLLEGE,Ron Lieber,Harper,006286730X,9.78006E+12,Advice How-To and Miscellaneous,2/14/2021,1,,
1117,THE ART OF IMPOSSIBLE,Steven Kotler,Harper Wave,62977539,9.78006E+12,Advice How-To and Miscellaneous,2/14/2021,1,,
1118,FAST THIS WAY,Dave Asprey,Harper Wave,62882864,9.78006E+12,Advice How-To and Miscellaneous,2/14/2021,2,,
1119,CHAMP AND MAJOR: FIRST DOGS,Joy McCullough,Dial,593407148,9.78059E+12,Picture Books,2/14/2021,2,3,1
1120,SUPERHEROES ARE EVERYWHERE,Kamala Harris,Philomel,1984837494,9.78198E+12,Picture Books,2/14/2021,7,,
1121,DOG MAN,Dav Pilkey,Scholastic,1338535625,9.78134E+12,Series Books,2/14/2021,179,5,2
1122,WINGS OF FIRE,Tui T. Sutherland,Scholastic,1338344218,9.78134E+12,Series Books,2/14/2021,99,4.5,8
1123,BABY-SITTERS CLUB GRAPHIX,Ann M. Martin; various illustrators,Scholastic,1338304542,9.78134E+12,Series Books,2/14/2021,60,3,2
1124,CURSEBREAKER,Brigid Kemmerer,Bloomsbury,1547602589,9.78155E+12,Series Books,2/14/2021,1,,
1125,THE BAD GUYS,Aaron Blabey,Scholastic,1338329502,9.78134E+12,Series Books,2/14/2021,110,,
1126,THE INHERITANCE GAMES,Jennifer Lynn Barnes,"Little, Brown",1368052401,9.78137E+12,Young Adult Hardcover,2/14/2021,7,4,24
1127,"AVATAR, THE LAST AIRBENDER: THE SHADOW OF KYOSHI",FC Yee,Amulet,1419735055,9.78142E+12,Young Adult Hardcover,2/14/2021,9,,
1128,HUSH-HUSH,Stuart Woods,Putnam,593188373,9.78059E+12,Combined Print and E-Book Fiction,1/17/2021,1,3.5,3
1129,THE MIDNIGHT LIBRARY,Matt Haig,Viking,525559485,9.78053E+12,Combined Print and E-Book Fiction,1/17/2021,5,3.5,148
1130,THE GUEST LIST,Lucy Foley,Morrow,62868950,9.78006E+12,Combined Print and E-Book Fiction,1/17/2021,21,,
1131,THE MYSTERY OF MRS. CHRISTIE,Marie Benedict,Sourcebooks Landmark,1492682721,9.78149E+12,Combined Print and E-Book Fiction,1/17/2021,1,,
1132,WORLD OF WONDERS,Aimee Nezhukumatathil,Milkweed,1571313656,9.78157E+12,Combined Print and E-Book Nonfiction,1/17/2021,4,4,12
1133,THE SPLENDID AND THE VILE,Erik Larson,Crown,385348711,9.78039E+12,Combined Print and E-Book Nonfiction,1/17/2021,31,4,71
1134,IS THIS ANYTHING?,Jerry Seinfeld,Simon & Schuster,1982112697,9.78198E+12,Combined Print and E-Book Nonfiction,1/17/2021,11,4,9
1135,THE ANSWER IS ...,Alex Trebek,Simon & Schuster,1982157992,9.78198E+12,Combined Print and E-Book Nonfiction,1/17/2021,9,,
1136,BAG MAN,Rachel Maddow and Michael Yarvitz,Crown,593136683,9.78059E+12,Combined Print and E-Book Nonfiction,1/17/2021,4,4.5,4
1137,HUMANS,Brandon Stanton,St. Martin's,1250114292,9.78125E+12,Combined Print and E-Book Nonfiction,1/17/2021,11,5,2
1138,THE LAST DAYS OF JOHN LENNON,James Patterson with Casey Sherman and Dave Wedge,"Little, Brown",316429066,9.78032E+12,Combined Print and E-Book Nonfiction,1/17/2021,4,3,3
1139,DEADLY CROSS,James Patterson,"Little, Brown",316420255,9.78032E+12,Hardcover Fiction,1/17/2021,6,,
1140,DAYLIGHT,David Baldacci,Grand Central,1538761696,9.78154E+12,Hardcover Fiction,1/17/2021,7,,
1141,THE AWAKENING,Nora Roberts,St. Martin's,1250272610,9.78125E+12,Hardcover Fiction,1/17/2021,6,4,11
1142,HUSH-HUSH,Stuart Woods,Putnam,593188357,9.78059E+12,Hardcover Fiction,1/17/2021,1,,
1143,THE SENTINEL,Lee Child and Andrew Child,Delacorte,isbn10 mus,9.78198E+12,Hardcover Fiction,1/17/2021,10,,
1144,THE QUEEN'S GAMBIT,Walter Tevis,Vintage,1400030609,9.7814E+12,Trade Fiction Paperback,1/17/2021,8,4,28
1145,THE WRONG FAMILY,Tarryn Fisher,Graydon House,1525810006,9.78153E+12,Trade Fiction Paperback,1/17/2021,1,3,13
1146,THIS TIME NEXT YEAR,Sophie Cousens,Putnam,059319120X,9.78059E+12,Trade Fiction Paperback,1/17/2021,2,,
1147,THE SUN AND HER FLOWERS,Rupi Kaur,Andrews McMeel,1449486797,9.78145E+12,Trade Fiction Paperback,1/17/2021,80,,
1148,SHUGGIE BAIN,Douglas Stuart,Grove,802148506,9.7808E+12,Trade Fiction Paperback,1/17/2021,7,,
1149,THE OVERSTORY,Richard Powers,Norton,039335668X,9.78039E+12,Trade Fiction Paperback,1/17/2021,73,,
1150,HILLBILLY ELEGY,J.D. Vance,Harper,63045982,9.78006E+12,Paperback Nonfiction,1/17/2021,61,4,103
1151,HOW TO DO NOTHING,Jenny Odell,Melville House,1612198554,9.78161E+12,Paperback Nonfiction,1/17/2021,1,,
1152,MODERN COMFORT FOOD,Ina Garten,Clarkson Potter,804187061,9.7808E+12,Advice How-To and Miscellaneous,1/17/2021,13,3.5,2
1153,THINK LIKE A MONK,Jay Shetty,Simon & Schuster,1982134488,9.78198E+12,Advice How-To and Miscellaneous,1/17/2021,13,,
1154,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY,Robb Pearlman,"Little, Brown",316428388,9.78032E+12,Picture Books,1/17/2021,14,,
1155,BECOMING A GOOD CREATURE,Sy Montgomery,Houghton Mifflin Harcourt,358252105,9.78036E+12,Picture Books,1/17/2021,1,5,1
1156,THE COUCH POTATO,Jory John,Harper,62954539,9.78006E+12,Picture Books,1/17/2021,2,,
1157,DEAR GIRL,Amy Krouse Rosenthal and Paris Rosenthal.,HarperCollins,62422502,9.78006E+12,Picture Books,1/17/2021,45,5,2
1158,HARRY POTTER,J.K. Rowling,Scholastic,1338596705,9.78134E+12,Series Books,1/17/2021,615,,
1159,FIVE NIGHTS AT FREDDY'S: FAZBEAR FRIGHTS,Scott Cawthon,Scholastic,1338703897,9.78134E+12,Series Books,1/17/2021,2,5,1
1160,ESSENTIALLY CHARLI,Charli D’Amelio,Amulet,1419752324,9.78142E+12,Young Adult Hardcover,1/17/2021,4,3.5,2
1161,CHAIN OF GOLD,Cassandra Clare,Margaret K. McElderry,1481431870,9.78148E+12,Young Adult Hardcover,1/17/2021,29,4.5,3
1162,A GOOD GIRL'S GUIDE TO MURDER,Holly Jackson,Delacorte,1984896369,9.78198E+12,Young Adult Hardcover,1/17/2021,28,4,30
1163,KINGDOM OF THE WICKED,Kerri Maniscalco,jimmy patterson,316428469,9.78032E+12,Young Adult Hardcover,1/17/2021,8,,
1164,"AVATAR, THE LAST AIRBENDER: THE RISE OF KYOSHI",FC Yee with Michael Dante DiMartino,Amulet,1419735047,9.78142E+12,Young Adult Hardcover,1/17/2021,11,,
1165,ALL THIS TIME,Mikki Daughtry and Rachael Lippincott,Simon & Schuster,1534466347,9.78153E+12,Young Adult Hardcover,1/17/2021,11,4,6
1166,THE LAW OF INNOCENCE,Michael Connelly,"Little, Brown",316485624,9.78032E+12,Combined Print and E-Book Fiction,12/20/2020,4,3.5,21
1167,RHYTHM OF WAR,Brandon Sanderson,Tor,765326388,9.78077E+12,Combined Print and E-Book Fiction,12/20/2020,3,4,12
1168,FORTUNE AND GLORY,Janet Evanovich,Atria,1982154837,9.78198E+12,Combined Print and E-Book Fiction,12/20/2020,5,4,15
1169,HILLBILLY ELEGY,J.D. Vance,HarperCollins,62300555,9.78006E+12,Combined Print and E-Book Nonfiction,12/20/2020,89,,
1170,MODERN WARRIORS,Pete Hegseth,Broadside,63046547,9.78006E+12,Combined Print and E-Book Nonfiction,12/20/2020,2,,
1171,"DOLLY PARTON, SONGTELLER",Dolly Parton with Robert K Oermann,Chronicle,1797205099,9.7818E+12,Combined Print and E-Book Nonfiction,12/20/2020,3,4,9
1172,NO TIME LIKE THE FUTURE,Michael J Fox,Flatiron,1250265614,9.78125E+12,Combined Print and E-Book Nonfiction,12/20/2020,3,4.5,6
1173,SAVING FREEDOM,Joe Scarborough,Harper,62950495,9.78006E+12,Combined Print and E-Book Nonfiction,12/20/2020,2,,
1174,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,Holt,1627797041,9.78163E+12,Combined Print and E-Book Nonfiction,12/20/2020,11,,
1175,LET US DREAM,Pope Francis and Austin Ivereigh,Simon & Schuster,1982171863,9.78198E+12,Combined Print and E-Book Nonfiction,12/20/2020,1,5,2
1176,THE SEARCHER,Tana French,Viking,073522465X,9.78074E+12,Hardcover Fiction,12/20/2020,7,,
1177,THE MAMBA MENTALITY,Kobe Bryant,"Melcher/MCD/Farrar, Straus & Giroux",374201234,9.78037E+12,Hardcover Nonfiction,12/20/2020,28,4.5,4
1178,THE CHICKEN SISTERS,KJ Dell'Antonia,Putnam,593085140,9.78059E+12,Trade Fiction Paperback,12/20/2020,1,4,8
1179,THE BLUEST EYE,Toni Morrison,Vintage,307278441,9.78031E+12,Trade Fiction Paperback,12/20/2020,10,,
1180,READY PLAYER ONE,Ernest Cline,Broadway,307887448,9.78031E+12,Trade Fiction Paperback,12/20/2020,65,4,3203
1181,THE DIPLOMAT'S WIFE,Pam Jenoff,Park Row,778389375,9.78078E+12,Trade Fiction Paperback,12/20/2020,1,4,31
1182,TEXAS OUTLAW,James Patterson and Andrew Bourelle,Grand Central,1538718715,9.78154E+12,Trade Fiction Paperback,12/20/2020,4,,
1183,WHAT UNITES US,Dan Rather and Elliot Kirschner,Algonquin,1616209941,9.78162E+12,Paperback Nonfiction,12/20/2020,8,4,10
1184,EDISON,Edmund Morris,Random House,812983211,9.78081E+12,Paperback Nonfiction,12/20/2020,1,3.5,7
1185,THE HAPPY IN A HURRY COOKBOOK,Steve and Kathy Doocy,Morrow,62968394,9.78006E+12,Advice How-To and Miscellaneous,12/20/2020,6,,
1186,THE MEATEATER GUIDE TO WILDERNESS SKILLS AND SURVIVAL,Steven Rinella,Random House,593129695,9.78059E+12,Advice How-To and Miscellaneous,12/20/2020,1,,
1187,IT'S NEVER TOO LATE,Kathie Lee Gifford,Thomas Nelson,785236643,9.78079E+12,Advice How-To and Miscellaneous,12/20/2020,1,4.5,3
1188,"MAGNOLIA TABLE, VOL. 2",Joanna Gaines,Morrow,62820184,9.78006E+12,Advice How-To and Miscellaneous,12/20/2020,28,,
1189,DESSERT PERSON,Claire Saffitz,Clarkson Potter,1984826964,9.78198E+12,Advice How-To and Miscellaneous,12/20/2020,2,5,1
1190,STUFF YOU SHOULD KNOW,Josh Clark and Chuck Bryant with Nils Parker,Flatiron,1250268508,9.78125E+12,Advice How-To and Miscellaneous,12/20/2020,2,3,1
1191,THE CRAYONS' CHRISTMAS,Drew Daywalt.,Penguin Workshop,525515747,9.78053E+12,Picture Books,12/20/2020,15,,
1192,"SHARE SOME KINDNESS, BRING SOME LIGHT",Apryl Stott,Simon & Schuster,1534462384,9.78153E+12,Picture Books,12/20/2020,1,,
1193,HARRY POTTER,J.K. Rowling,Scholastic,1440503257,9.78144E+12,Series Books,12/20/2020,611,,
1194,AN EMBER IN THE ASHES,Sabaa Tahir,Razorbill,448494531,9.78045E+12,Series Books,12/20/2020,2,4,78
1195,COURT OF THORNS AND ROSES,Sarah J Maas,Bloomsbury,1619634457,9.78162E+12,Series Books,12/20/2020,18,,
1196,THE BLACK FRIEND,Frederick Joseph,Candlewick,1536217018,9.78154E+12,Young Adult Hardcover,12/20/2020,1,,
1197,FORTUNE AND GLORY,Janet Evanovich,Atria,1982154861,9.78198E+12,Combined Print and E-Book Fiction,11/22/2020,1,,
1198,THE EVENING AND THE MORNING,Ken Follett,Viking,525954988,9.78053E+12,Combined Print and E-Book Fiction,11/22/2020,8,,
1199,THE SEARCHER,Tana French,Viking,735224668,9.78074E+12,Combined Print and E-Book Fiction,11/22/2020,5,,
1200,WHITE IVY,Susie Yang,Simon & Schuster,1982100591,9.78198E+12,Combined Print and E-Book Fiction,11/22/2020,1,3,1
1201,THREE WOMEN DISAPPEAR,James Patterson and Shan Serafin,"Little, Brown",316541613,9.78032E+12,Combined Print and E-Book Fiction,11/22/2020,2,,
1202,THE WONDER BOY OF WHISTLE STOP,Fannie Flagg,Random House,593133846,9.78059E+12,Combined Print and E-Book Fiction,11/22/2020,2,,
1203,THE BOOK OF TWO WAYS,Jodi Picoult,Ballantine,198481835X,9.78198E+12,Combined Print and E-Book Fiction,11/22/2020,6,3.5,23
1204,THE DIRTY SOUTH,John Connolly,Emily Bestler/Atria,1982127562,9.78198E+12,Combined Print and E-Book Fiction,11/22/2020,1,,
1205,HIDDEN IN PLAIN SIGHT,Jeffrey Archer,St. Martin's,1250200792,9.78125E+12,Combined Print and E-Book Fiction,11/22/2020,1,,
1206,CLANLANDS,Sam Heughan and Graham McTavish,Mobius,1529342007,9.78153E+12,Combined Print and E-Book Nonfiction,11/22/2020,1,3,5
1207,THE BEST OF ME,David Sedaris,"Little, Brown",316628247,9.78032E+12,Combined Print and E-Book Nonfiction,11/22/2020,1,,
1208,SHADE,Pete Souza,"Voracious/Little, Brown",316421820,9.78032E+12,Combined Print and E-Book Nonfiction,11/22/2020,12,4.5,10
1209,OBAMA,Pete Souza,"Little, Brown",316512583,9.78032E+12,Combined Print and E-Book Nonfiction,11/22/2020,19,,
1210,BLACKOUT,Candace Owens,Threshold Editions,1982133279,9.78198E+12,Combined Print and E-Book Nonfiction,11/22/2020,8,,
1211,ELEANOR,David Michaelis,Simon & Schuster,1439192014,9.78144E+12,Combined Print and E-Book Nonfiction,11/22/2020,1,,
1212,LEAVE THE WORLD BEHIND,Rumaan Alam,Ecco,62667637,9.78006E+12,Hardcover Fiction,11/22/2020,5,3.5,49
1213,OUR TIME IS NOW,Stacey Abrams,Holt,1250257700,9.78125E+12,Hardcover Nonfiction,11/22/2020,2,4,4
1214,RAGE,Bob Woodward,Simon & Schuster,198213173X,9.78198E+12,Hardcover Nonfiction,11/22/2020,8,,
1215,THE 19TH CHRISTMAS,James Patterson and Maxine Paetro,Grand Central,1538715945,9.78154E+12,Trade Fiction Paperback,11/22/2020,4,,
1216,WALK THE WIRE,David Baldacci,Grand Central,1538761475,9.78154E+12,Trade Fiction Paperback,11/22/2020,5,,
1217,THE BOY FROM THE WOODS,Harlan Coben,Grand Central,1538748207,9.78154E+12,Trade Fiction Paperback,11/22/2020,3,3.5,23
1218,THE INSTITUTE,Stephen King,Gallery,1982110589,9.78198E+12,Trade Fiction Paperback,11/22/2020,10,,
1219,THIS TENDER LAND,William Kent Krueger,Atria,1476749302,9.78148E+12,Trade Fiction Paperback,11/22/2020,19,,
1220,MISS BENSON'S BEETLE,Rachel Joyce,Dial,812996704,9.78081E+12,Trade Fiction Paperback,11/22/2020,1,,
1221,THE HANDMAID'S TALE,Margaret Atwood,Anchor,038549081X,9.78039E+12,Trade Fiction Paperback,11/22/2020,137,4,546
1222,COMFORT & JOY,Kristin Hannah,Ballantine,1984800841,9.78198E+12,Trade Fiction Paperback,11/22/2020,1,,
1223,THE WITCH HUNTER,Max Seeck,Berkley,593199669,9.78059E+12,Trade Fiction Paperback,11/22/2020,1,,
1224,LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,735224315,9.78074E+12,Trade Fiction Paperback,11/22/2020,79,,
1225,WHEN NO ONE IS WATCHING,Alyssa Cole,Morrow,62982656,9.78006E+12,Trade Fiction Paperback,11/22/2020,2,3.5,25
1226,SHADE,Pete Souza,"Voracious/Little, Brown",031645821X,9.78032E+12,Paperback Nonfiction,11/22/2020,3,,
1227,CONVERSATIONS WITH RBG,Jeffrey Rosen,Picador,1250762642,9.78125E+12,Paperback Nonfiction,11/22/2020,1,,
1228,DIDN'T SEE THAT COMING,Rachel Hollis,Dey St.,63010526,9.78006E+12,Advice How-To and Miscellaneous,11/22/2020,6,,
1229,BURNOUT,Emily Nagoski and Amelia Nagoski,Ballantine,1984818325,9.78198E+12,Advice How-To and Miscellaneous,11/22/2020,3,4,10
1230,THE PRACTICE,Seth Godin,Portfolio,593328973,9.78059E+12,Advice How-To and Miscellaneous,11/22/2020,1,4.5,2
1231,HEROES' FEAST: THE OFFICIAL DUNGEONS & DRAGONS COOKBOOK,"Kyle Newman, Jon Peterson and Michael Witwer, with recipes by Adam Ried",Ten Speed,1984859366,9.78198E+12,Advice How-To and Miscellaneous,11/22/2020,2,,
1232,I DISSENT,Debbie Levy,Simon & Schuster,1481465597,9.78148E+12,Picture Books,11/22/2020,8,,
1233,THE SPIDER WHO SAVED CHRISTMAS,Raymond Arroyo,Sophia Institute,1644132117,9.78164E+12,Picture Books,11/22/2020,3,,
1234,I PROMISE,LeBron James,HarperCollins,62971069,9.78006E+12,Picture Books,11/22/2020,13,,
1235,I AM EVERY GOOD THING,Derrick Barnes,Nancy Paulsen,525518770,9.78053E+12,Picture Books,11/22/2020,6,4,6
1236,THE TRIALS OF APOLLO,Rick Riordan,Disney-Hyperion,1484746457,9.78148E+12,Series Books,11/22/2020,30,,
1237,WHO WAS/IS . . . ?,Jim Gigliotti and others; various illustrators,Penguin Workshop,1524793531,9.78152E+12,Series Books,11/22/2020,104,,
1238,INSTANT KARMA,Marissa Meyer,Feiwel & Friends,1250618819,9.78125E+12,Young Adult Hardcover,11/22/2020,1,,
1239,DEAR JUSTYCE,Nic Stone,Crown,1984829661,9.78198E+12,Young Adult Hardcover,11/22/2020,6,,
1240,CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,1250170974,9.78125E+12,Young Adult Hardcover,11/22/2020,123,,
1241,THE LOST BOOK OF THE WHITE,Cassandra Clare and Wesley Chu,Margaret K. McElderry,1481495127,9.78148E+12,Young Adult Hardcover,11/22/2020,9,,
1242,TROUBLES IN PARADISE,Elin Hilderbrand,"Little, Brown",316435619,9.78032E+12,Combined Print and E-Book Fiction,10/25/2020,1,,
1243,MAGIC LESSONS,Alice Hoffman,Simon & Schuster,1982108843,9.78198E+12,Combined Print and E-Book Fiction,10/25/2020,1,,
1244,THE COAST-TO-COAST MURDERS,James Patterson and J.D. Barker,"Little, Brown",316457426,9.78032E+12,Combined Print and E-Book Fiction,10/25/2020,3,,
1245,VINCE FLYNN: TOTAL POWER,Kyle Mills,Emily Bestler/Atria,1501190679,9.7815E+12,Combined Print and E-Book Fiction,10/25/2020,4,,
1246,THE 99% INVISIBLE CITY,Roman Mars and Kurt Kohlstedt,Houghton Mifflin Harcourt,358126606,9.78036E+12,Combined Print and E-Book Nonfiction,10/25/2020,1,,
1247,UNDAUNTED,John O Brennan,Celadon,1250241774,9.78125E+12,Combined Print and E-Book Nonfiction,10/25/2020,1,,
1248,THE MEANING OF MARIAH CAREY,Mariah Carey with Michaela Angela Davis,Andy Cohen/Holt,1250164680,9.78125E+12,Combined Print and E-Book Nonfiction,10/25/2020,2,,
1249,ONE VOTE AWAY,Ted Cruz,Regnery,1684511348,9.78168E+12,Combined Print and E-Book Nonfiction,10/25/2020,2,5,1
1250,TEN LESSONS FOR A POST-PANDEMIC WORLD,Fareed Zakaria,Norton,393542130,9.78039E+12,Combined Print and E-Book Nonfiction,10/25/2020,1,,
1251,TRUST,Pete Buttigieg,Liveright,1631498770,9.78163E+12,Combined Print and E-Book Nonfiction,10/25/2020,1,,
1252,LET LOVE RULE,Lenny Kravitz with David Ritz,Holt,1250113083,9.78125E+12,Combined Print and E-Book Nonfiction,10/25/2020,1,3,1
1253,TROUBLES IN PARADISE,Elin Hilderbrand,"Little, Brown",316435589,9.78032E+12,Hardcover Fiction,10/25/2020,1,,
1254,ONE BY ONE,Ruth Ware,Gallery/Scout,150118881X,9.7815E+12,Hardcover Fiction,10/25/2020,5,,
1255,VINCE FLYNN: TOTAL POWER,Kyle Mills,Emily Bestler/Atria,1501190652,9.7815E+12,Hardcover Fiction,10/25/2020,4,,
1256,THE RISE OF MAGICKS,Nora Roberts,St. Martin's Griffin,1250123046,9.78125E+12,Trade Fiction Paperback,10/25/2020,1,4,9
1257,CILKA'S JOURNEY,Heather Morris,St. Martin's Griffin,125026569X,9.78125E+12,Trade Fiction Paperback,10/25/2020,5,,
1258,LOVECRAFT COUNTRY,Matt Ruff,Harper Perennial,62292072,9.78006E+12,Trade Fiction Paperback,10/25/2020,7,4,28
1259,THE MIDWIFE MURDERS,James Patterson and Richard DiLallo,Grand Central,1538718871,9.78154E+12,Trade Fiction Paperback,10/25/2020,9,2,3
1260,IN A HOLIDAZE,Christina Lauren,Gallery,198212394X,9.78198E+12,Trade Fiction Paperback,10/25/2020,1,,
1261,HOMEGOING,Yaa Gyasi,Vintage,1101971061,9.7811E+12,Trade Fiction Paperback,10/25/2020,10,,
1262,WHAT HAPPENS IN PARADISE,Elin Hilderbrand,Back Bay,316435546,9.78032E+12,Trade Fiction Paperback,10/25/2020,4,,
1263,THE BOOK WOMAN OF TROUBLESOME CREEK,Kim Michele Richardson,Sourcebooks Landmark,1492671525,9.78149E+12,Trade Fiction Paperback,10/25/2020,14,,
1264,STAMPED FROM THE BEGINNING,Ibram X Kendi,Bold Type,1568585985,9.78157E+12,Paperback Nonfiction,10/25/2020,21,,
1265,SOLUTIONS AND OTHER PROBLEMS,Allie Brosh,Gallery,1982156945,9.78198E+12,Advice How-To and Miscellaneous,10/25/2020,3,,
1266,THE HOME EDIT,Clea Shearer and Joanna Teplin,Clarkson Potter,525572643,9.78053E+12,Advice How-To and Miscellaneous,10/25/2020,6,,
1267,TRUE COMFORT,Kristin Cavallari,Rodale,198482628X,9.78198E+12,Advice How-To and Miscellaneous,10/25/2020,2,,
1268,JACQUES PÉPIN QUICK & SIMPLE,Jacques Pépin,Houghton Mifflin Harcourt,035835255X,9.78036E+12,Advice How-To and Miscellaneous,10/25/2020,1,5,1
1269,ALL BECAUSE YOU MATTER,Tami Charles,Orchard,133857485X,9.78134E+12,Picture Books,10/25/2020,1,,
1270,UNLIMITED SQUIRRELS: I WANT TO SLEEP UNDER THE STARS!,Mo Willems,Hyperion,1368053351,9.78137E+12,Picture Books,10/25/2020,1,,
1271,WHAT WE'LL BUILD,Oliver Jeffers,Penguin,593206754,9.78059E+12,Picture Books,10/25/2020,1,,
1272,BUNHEADS,Misty Copeland,Putnam,399547649,9.7804E+12,Picture Books,10/25/2020,2,,
1273,SPY SCHOOL,Stuart Gibbs,Simon & Schuster,1534443789,9.78153E+12,Series Books,10/25/2020,10,,
1274,DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,1419739034,9.78142E+12,Series Books,10/25/2020,604,,
1275,THE LIVES OF SAINTS,Leigh Bardugo,Imprint,125076520X,9.78125E+12,Young Adult Hardcover,10/25/2020,1,,
1276,HOCUS POCUS AND THE ALL-NEW SEQUEL,AW Jantha,Freeform,1368020038,9.78137E+12,Young Adult Hardcover,10/25/2020,23,3,12
1277,CRUSH,Tracy Wolff,Entangled: Teen,1682815781,9.78168E+12,Young Adult Hardcover,10/25/2020,2,4,4
1278,PUNCHING THE AIR,Ibi Zoboi and Yusef Salaam,Balzer + Bray,62996487,9.78006E+12,Young Adult Hardcover,10/25/2020,5,,
1279,SHADOWS IN DEATH,J.D. Robb,St. Martin's,125020724X,9.78125E+12,Combined Print and E-Book Fiction,9/27/2020,1,,
1280,ALL THE DEVILS ARE HERE,Louise Penny,Minotaur,1250145252,9.78125E+12,Combined Print and E-Book Fiction,9/27/2020,2,,
1281,THE DARKEST EVENING,Ann Cleeves,Minotaur,1250204526,9.78125E+12,Combined Print and E-Book Fiction,9/27/2020,1,,
1282,THE HARBINGER II,Jonathan Cahn,FrontLine,1629998915,9.78163E+12,Combined Print and E-Book Fiction,9/27/2020,2,,
1283,SQUEEZE ME,Carl Hiaasen,Knopf,1524733458,9.78152E+12,Combined Print and E-Book Fiction,9/27/2020,3,,
1284,THE LYING LIFE OF ADULTS,Elena Ferrante,Europa Editions,1609455916,9.78161E+12,Combined Print and E-Book Fiction,9/27/2020,2,,
1285,THICK AS THIEVES,Sandra Brown,Grand Central,1538751941,9.78154E+12,Combined Print and E-Book Fiction,9/27/2020,3,,
1286,TRANSCENDENT KINGDOM,Yaa Gyasi,Knopf,525658181,9.78053E+12,Combined Print and E-Book Fiction,9/27/2020,2,,
1287,SUCH A FUN AGE,Kiley Reid,Putnam,525541926,9.78053E+12,Combined Print and E-Book Fiction,9/27/2020,10,3.5,70
1288,DISLOYAL,Michael Cohen,Skyhorse,1510764690,9.78151E+12,Combined Print and E-Book Nonfiction,9/27/2020,1,,
1289,COMPROMISED,Peter Strzok,Houghton Mifflin Harcourt,358237068,9.78036E+12,Combined Print and E-Book Nonfiction,9/27/2020,1,4,1
1290,EVERYTHING BEAUTIFUL IN ITS TIME,Jenna Bush Hager,Morrow,62960628,9.78006E+12,Combined Print and E-Book Nonfiction,9/27/2020,1,,
1291,LIVE FREE OR DIE,Sean Hannity,Threshold Editions,1982149973,9.78198E+12,Combined Print and E-Book Nonfiction,9/27/2020,6,,
1292,MELANIA AND ME,Stephanie Winston Wolkoff,Gallery,1982151242,9.78198E+12,Combined Print and E-Book Nonfiction,9/27/2020,2,,
1293,SPEAKING FOR MYSELF,Sarah Huckabee Sanders,St. Martin's,1250271339,9.78125E+12,Combined Print and E-Book Nonfiction,9/27/2020,1,,
1294,TOO MUCH AND NEVER ENOUGH,Mary L Trump,Simon & Schuster,1982141468,9.78198E+12,Combined Print and E-Book Nonfiction,9/27/2020,9,3.5,44
1295,HOAX,Brian Stelter,One Signal/Atria,1982142448,9.78198E+12,Combined Print and E-Book Nonfiction,9/27/2020,3,3.5,6
1296,EAT A PEACH,David Chang and Gabe Ulla,Clarkson Potter,152475921X,9.78152E+12,Combined Print and E-Book Nonfiction,9/27/2020,1,,
1297,DONALD TRUMP V. THE UNITED STATES,Michael S Schmidt,Random House,1984854666,9.78198E+12,Combined Print and E-Book Nonfiction,9/27/2020,2,3.5,2
1298,SHADOWS IN DEATH,J.D. Robb,St. Martin's,1250207231,9.78125E+12,Hardcover Fiction,9/27/2020,1,,
1299,ALL THE DEVILS ARE HERE,Louise Penny,Minotaur,1250145236,9.78125E+12,Hardcover Fiction,9/27/2020,2,,
